word,female_target,male_target,male_score,model
abattoir,0.13853388182854293,0.13646457698429246,-0.002069304844250469,trans_f_europarl_en_20ep.txt.vec
abdication,0.1632560647361969,0.16916447014912447,0.0059084054129275865,trans_f_europarl_en_20ep.txt.vec
abduct,0.23630632410680644,0.24400091526988857,0.007694591163082132,trans_f_europarl_en_20ep.txt.vec
abducted,0.24549477758629817,0.2615406430699853,0.01604586548368714,trans_f_europarl_en_20ep.txt.vec
abduction,0.22148005668155007,0.22658964958785952,0.00510959290630944,trans_f_europarl_en_20ep.txt.vec
aberration,0.08731025865946487,0.1091040348469184,0.021793776187453526,trans_f_europarl_en_20ep.txt.vec
abide,0.05901849315853285,0.10072086046937394,0.041702367310841086,trans_f_europarl_en_20ep.txt.vec
ability,0.0898103993478707,0.07286478486350016,-0.01694561448437054,trans_f_europarl_en_20ep.txt.vec
able,0.15612618054586827,0.1581470281667552,0.0020208476208869175,trans_f_europarl_en_20ep.txt.vec
abode,0.1745256919942923,0.13802667411347336,-0.03649901788081894,trans_f_europarl_en_20ep.txt.vec
abortion,0.1882639587696065,0.08944028004911374,-0.09882367872049276,trans_f_europarl_en_20ep.txt.vec
abroad,0.13015885972744168,0.11410255779949911,-0.016056301927942565,trans_f_europarl_en_20ep.txt.vec
abrupt,0.07855655218626309,0.05859507764290661,-0.019961474543356478,trans_f_europarl_en_20ep.txt.vec
absorb,0.05935307000692546,0.058657016309902305,-6.960536970231565e-4,trans_f_europarl_en_20ep.txt.vec
abstract,0.09624026298051917,0.11323335075106104,0.01699308777054187,trans_f_europarl_en_20ep.txt.vec
absurd,0.11789465184919827,0.11786569423930365,-2.8957609894617042e-5,trans_f_europarl_en_20ep.txt.vec
absurdly,0.05852518569496256,0.04308217160137712,-0.015443014093585443,trans_f_europarl_en_20ep.txt.vec
abundance,0.10182531430595415,0.09541479243548363,-0.0064105218704705175,trans_f_europarl_en_20ep.txt.vec
abundant,0.06722860612830166,0.10393332190887511,0.03670471578057345,trans_f_europarl_en_20ep.txt.vec
abuse,0.12719861795093376,0.11179061571236658,-0.015408002238567184,trans_f_europarl_en_20ep.txt.vec
abyss,0.13191717811182122,0.1561482408966791,0.0242310627848579,trans_f_europarl_en_20ep.txt.vec
academic,0.10373531477063387,0.08947479627626354,-0.014260518494370336,trans_f_europarl_en_20ep.txt.vec
accelerate,0.009223568688314537,0.033568279695685904,0.024344711007371365,trans_f_europarl_en_20ep.txt.vec
accent,0.08664754745659385,0.07964562309330737,-0.007001924363286477,trans_f_europarl_en_20ep.txt.vec
accept,0.11500224073885149,0.1039403718353661,-0.011061868903485386,trans_f_europarl_en_20ep.txt.vec
acceptance,0.015339221870098214,0.031573833424382525,0.01623461155428431,trans_f_europarl_en_20ep.txt.vec
access,0.06801844731975212,0.043371598587434376,-0.024646848732317747,trans_f_europarl_en_20ep.txt.vec
accident,0.1855266058709311,0.17046964624216654,-0.015056959628764549,trans_f_europarl_en_20ep.txt.vec
accidental,0.07992097179990391,0.11033689766686083,0.03041592586695692,trans_f_europarl_en_20ep.txt.vec
accountant,0.14794161458573643,0.1486894842104283,7.478696246918659e-4,trans_f_europarl_en_20ep.txt.vec
accuse,0.10611596554107759,0.1270076577979826,0.020891692256905,trans_f_europarl_en_20ep.txt.vec
accused,0.19551043667776588,0.2252258409218748,0.02971540424410893,trans_f_europarl_en_20ep.txt.vec
ache,0.20858806869109245,0.18310666697659508,-0.025481401714497365,trans_f_europarl_en_20ep.txt.vec
achieve,0.11435037723021675,0.07325150353287696,-0.04109887369733979,trans_f_europarl_en_20ep.txt.vec
achieved,0.12637225810911068,0.09181156031130785,-0.034560697797802825,trans_f_europarl_en_20ep.txt.vec
achievement,0.1246380786051428,0.09993390132345743,-0.024704177281685363,trans_f_europarl_en_20ep.txt.vec
acquire,0.06627889204049042,0.1147611574760405,0.04848226543555008,trans_f_europarl_en_20ep.txt.vec
activate,0.0671396889534152,0.06200488880535969,-0.005134800148055507,trans_f_europarl_en_20ep.txt.vec
active,0.11544127021176805,0.12005534123487926,0.004614071023111219,trans_f_europarl_en_20ep.txt.vec
